"REF_DATE","GEO","DGUID","Labour productivity and related measures","Industry","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","35.3","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","40.9","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","38.3","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","33.2","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","32.4","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","29.1","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","6.2","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","8.3","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","11.2","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","14.6","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","56.2","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","59.8","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","57.4","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","61.3","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","57.0","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","62.0","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","54.8","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","57.2","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","60.7","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","61.2","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","60.1","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","58.4","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","54.3","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","50.6","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","52.3","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","46.0","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","47.7","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","51.1","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","32.3","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","30.0","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","31.7","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","30.6","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","30.9","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","35.6","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","32.7","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","32.9","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Motion picture and video industries (except exhibition) [BS5121A]","Chained (2017) dollars per hour","446","units","0","v111384316","1.7.205","31.8","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Sound recording industries [BS5122]","Chained (2017) dollars per hour","446","units","0","v111384317","1.7.206","49.6","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Sound recording industries [BS5122]","Chained (2017) dollars per hour","446","units","0","v111384317","1.7.206","50.9","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Sound recording industries [BS5122]","Chained (2017) dollars per hour","446","units","0","v111384317","1.7.206","45.9","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Sound recording industries [BS5122]","Chained (2017) dollars per hour","446","units","0","v111384317","1.7.206","53.6","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Sound recording industries [BS5122]","Chained (2017) dollars per hour","446","units","0","v111384317","1.7.206","54.7","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Sound recording industries [BS5122]","Chained (2017) dollars per hour","446","units","0","v111384317","1.7.206","55.0","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Sound recording industries [BS5122]","Chained (2017) dollars per hour","446","units","0","v111384317","1.7.206","52.3","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Sound recording industries [BS5122]","Chained (2017) dollars per hour","446","units","0","v111384317","1.7.206","47.0","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Sound recording industries [BS5122]","Chained (2017) dollars per hour","446","units","0","v111384317","1.7.206","53.3","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Sound recording industries [BS5122]","Chained (2017) dollars per hour","446","units","0","v111384317","1.7.206","53.0","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Sound recording industries [BS5122]","Chained (2017) dollars per hour","446","units","0","v111384317","1.7.206","53.3","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Sound recording industries [BS5122]","Chained (2017) dollars per hour","446","units","0","v111384317","1.7.206","63.6","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Sound recording industries [BS5122]","Chained (2017) dollars per hour","446","units","0","v111384317","1.7.206","52.8","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Sound recording industries [BS5122]","Chained (2017) dollars per hour","446","units","0","v111384317","1.7.206","46.6","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Sound recording industries [BS5122]","Chained (2017) dollars per hour","446","units","0","v111384317","1.7.206","44.6","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Sound recording industries [BS5122]","Chained (2017) dollars per hour","446","units","0","v111384317","1.7.206","42.4","","","","1"
